# File: gaia_occupations.csv
# Description: GAIA scores for 923 US occupations (O*NET-SOC 2018 codes).
#   Columns: O*NET-SOC Code, Title, dv_rating_alpha/beta/gamma,
#   human_rating_alpha/beta/gamma, sml_score, group,
#   aei_task_success, aei_autonomy_pct, aei_work_pct, gaia_e,
#   tot_emp, a_mean, a_median
# Wage columns (tot_emp = total employment, a_mean = mean annual wage,
#   a_median = median annual wage) merged from U.S. BLS OEWS, May 2025
#   national data (national_M2025_dl.xlsx), joined on 6-digit SOC code.
#   Blank where BLS publishes no annual estimate (e.g. hourly-only occupations).
# Updated: May 2026
#
# GAIA — Global AI Adoption Index
# © 2026 Leila Aghabarari. Licensed under CC BY 4.0.
# https://creativecommons.org/licenses/by/4.0/
#
# Citation (APA):
#   Aghabarari, L. (2026). GAIA — Global AI Adoption Index (Version 1.0).
#   Zenodo. https://doi.org/10.5281/zenodo.20320112
#
# Citation (BibTeX):
#   @misc{{aghabarari2026gaia,
#     author    = {{Aghabarari, Leila}},
#     title     = {{{{GAIA}}: {{G}}lobal {{AI}} {{A}}doption {{I}}ndex}},
#     year      = {{2026}},
#     version   = {{1.0}},
#     publisher = {{Zenodo}},
#     doi       = {{10.5281/zenodo.20320112}},
#     url       = {{https://doi.org/10.5281/zenodo.20320112}}
#   }}
#
# Underlying sources (must also be cited when used):
#   Anthropic Economic Index — Anthropic (2025), CC BY 4.0
#     https://huggingface.co/datasets/Anthropic/EconomicIndex
#   Eloundou et al. (2024) — Science 384(6702), DOI 10.1126/science.adj0998
#   Brynjolfsson, Mitchell & Rock (2018) — NBER WP 24196, CC BY 4.0
#     https://doi.org/10.3386/w24196
#
# Website: https://gaiaindex.org   |   Contact: aghabarari.leila@gmail.com
# Disclaimer: Views are the author's own and do not represent the IFC/World Bank.
O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,sml_score,group,aei_task_success,aei_autonomy_pct,aei_work_pct,gaia_e,tot_emp,a_mean,a_median
51-5113.00,Print Binding and Finishing Workers,5.1,9.0,12.8,0.0,6.4,12.8,60.9,Production,,,,0.2799,33180,44460,42290
51-6011.00,Laundry and Dry-Cleaning Workers,2.5,5.0,7.5,0.0,5.0,10.0,60.6,Production,,,,0.2565,198040,34920,34890
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.0,1.0,2.1,0.0,2.1,4.2,58.4,Production,,,,0.211,26120,34640,35060
51-6031.00,Sewing Machine Operators,4.7,8.1,11.6,0.0,2.3,4.7,56.9,Production,,,,0.2292,104880,37600,36670
51-6041.00,Shoe and Leather Workers and Repairers,0.0,5.9,11.8,0.0,5.9,11.8,59.9,Production,,,,0.2529,7450,39160,37800
51-6042.00,Shoe Machine Operators and Tenders,8.7,8.7,8.7,0.0,2.2,4.3,,Production,,,,0.087,3280,36280,35650
51-6051.00,"Sewers, Hand",0.0,4.2,8.3,0.0,4.2,8.3,,Production,,,,0.042,2190,37210,36480
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.5,9.1,13.6,0.0,6.8,13.6,63.0,Production,74.9,62.7,44.7,0.3047,13920,45140,41640
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,13.2,15.8,18.4,0.0,11.8,23.7,77.5,Production,75.4,56.5,32.8,0.5061,5310,40380,38180
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",10.7,16.1,21.4,0.0,14.3,28.6,62.2,Production,71.3,70.2,50.3,0.3305,9000,39530,38760
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",12.5,15.6,18.8,0.0,12.5,25.0,59.8,Production,71.3,70.2,50.3,0.3002,13030,40720,39530
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8.6,8.6,8.6,0.0,7.1,14.3,,Production,,,,0.086,22020,40120,38670
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",6.9,6.9,6.9,0.0,8.6,17.2,56.9,Production,,,,0.2232,12850,48580,46350
51-6092.00,Fabric and Apparel Patternmakers,12.5,46.9,81.2,0.0,18.8,37.5,73.8,Production,,,,0.6187,2950,71420,62750
51-6093.00,Upholsterers,11.8,19.1,26.5,2.9,8.8,14.7,57.5,Production,,,,0.2911,20140,47340,46340
51-7011.00,Cabinetmakers and Bench Carpenters,5.9,11.8,17.6,0.0,4.4,8.8,62.5,Production,87.0,57.5,,0.3124,77170,48290,46680
51-7021.00,Furniture Finishers,0.0,2.9,5.7,0.0,7.1,14.3,57.9,Production,,,,0.2148,14480,45300,44540
51-7031.00,"Model Makers, Wood",7.7,15.4,23.1,0.0,15.4,30.8,58.1,Production,,,,0.2796,280,63670,56550
51-7032.00,"Patternmakers, Wood",20.5,25.6,30.8,15.4,28.2,41.0,68.1,Production,81.7,49.5,11.6,0.4463,220,54240,49630
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",0.0,5.9,11.8,0.0,1.5,2.9,58.0,Production,,,,0.2309,40850,43580,42770
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.2,6.5,10.9,0.0,3.3,6.5,,Production,,,,0.065,61420,43570,43380
51-8011.00,Nuclear Power Reactor Operators,18.2,31.8,45.5,0.0,12.1,24.2,67.5,Production,,,,0.4704,5150,121380,122890
51-8012.00,Power Distributors and Dispatchers,8.3,37.5,66.7,8.3,25.0,41.7,,Production,,65.0,,0.375,8520,111320,106730
51-8013.00,Power Plant Operators,8.9,23.3,37.8,0.0,11.1,22.2,60.0,Production,66.7,54.8,52.9,0.341,29320,99790,102040
51-8013.03,Biomass Plant Technicians,5.9,13.2,20.6,0.0,8.8,17.6,,Production,,,,0.132,29320,99790,102040
51-8013.04,Hydroelectric Plant Technicians,10.0,10.0,10.0,0.0,7.5,15.0,,Production,,,,0.1,29320,99790,102040
51-8021.00,Stationary Engineers and Boiler Operators,14.0,16.3,18.6,0.0,10.5,20.9,66.3,Production,,,,0.379,28250,83960,78620
51-8031.00,Water and Wastewater Treatment Plant and System Operators,12.5,12.5,12.5,0.0,12.5,25.0,,Production,,,,0.125,128490,62540,60020
51-8091.00,Chemical Plant and System Operators,3.0,15.2,27.3,9.1,15.2,21.2,70.9,Production,,,,0.4267,16610,79970,78120
51-8092.00,Gas Plant Operators,6.2,9.4,12.5,0.0,7.8,15.6,57.5,Production,,53.0,,0.2426,18030,88710,87820
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.9,19.5,34.1,2.4,17.1,31.7,57.8,Production,,,,0.2966,33160,90630,96710
51-8099.01,Biofuels Processing Technicians,0.0,9.5,18.9,0.0,8.1,16.2,61.2,Production,,,,0.286,14080,65700,62470
51-9011.00,Chemical Equipment Operators and Tenders,8.7,15.2,21.7,4.3,6.5,8.7,68.1,Production,,,,0.3943,139630,60710,58040
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",11.4,14.3,17.1,0.0,8.6,17.1,62.7,Production,,,,0.3273,60100,56030,51610
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",10.8,10.8,10.8,0.0,8.1,16.2,64.7,Production,,,,0.3329,26000,51380,48540
51-9022.00,"Grinding and Polishing Workers, Hand",3.6,3.6,3.6,0.0,3.6,7.1,58.1,Production,,,,0.2206,10510,45020,42660
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",11.1,11.1,11.1,5.6,8.3,11.1,,Production,,,,0.111,94920,52090,48990
51-9031.00,"Cutters and Trimmers, Hand",0.0,0.0,0.0,0.0,0.0,0.0,,Production,,,,0.0,6060,41050,38020
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",4.5,6.8,9.1,0.0,5.7,11.4,64.8,Production,,60.0,,0.3141,44980,47460,46570
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",7.5,7.5,7.5,2.5,7.5,12.5,,Production,,,,0.075,58770,47260,45760
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16.0,16.0,16.0,0.0,4.0,8.0,65.0,Production,,64.8,,0.3624,14280,50940,48040
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",27.1,41.7,56.2,4.2,17.7,31.2,65.4,Production,80.7,54.5,36.8,0.4956,597370,53450,48570
51-9071.00,Jewelers and Precious Stone and Metal Workers,7.1,17.9,28.6,3.6,12.5,21.4,,Production,77.3,58.0,,0.179,22440,57960,52540
51-9071.06,Gem and Diamond Workers,0.0,23.2,46.4,0.0,14.3,28.6,63.5,Production,,,,0.381,22440,57960,52540
51-9081.00,Dental Laboratory Technicians,0.0,4.2,8.3,0.0,4.2,8.3,65.9,Production,,,,0.3138,34410,54290,49610
51-9082.00,Medical Appliance Technicians,6.9,13.8,20.7,6.9,10.3,13.8,,Production,,,,0.138,11280,52730,48030
51-9083.00,Ophthalmic Laboratory Technicians,0.0,9.4,18.8,0.0,6.2,12.5,66.9,Production,,,,0.3514,18660,43190,39460
51-9111.00,Packaging and Filling Machine Operators and Tenders,0.0,0.0,0.0,0.0,7.5,15.0,56.2,Production,,,,0.1805,379060,44590,43220
51-9123.00,"Painting, Coating, and Decorating Workers",0.0,0.0,0.0,0.0,2.9,5.9,66.3,Production,,,,0.2974,7940,45210,41600
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.2,4.3,6.5,0.0,1.1,2.2,,Production,,,,0.043,158740,52620,48250
51-9141.00,Semiconductor Processing Technicians,18.8,23.4,28.1,3.1,6.2,9.4,71.9,Production,,,,0.4792,31460,60180,51430
51-9151.00,Photographic Process Workers and Processing Machine Operators,8.0,38.0,68.0,0.0,17.0,34.0,60.6,Production,79.3,69.0,13.1,0.4215,4800,46050,40610
51-9161.00,Computer Numerically Controlled Tool Operators,22.0,25.0,28.0,0.0,18.0,36.0,,Production,73.9,57.2,77.3,0.25,169450,54320,50690
51-9162.00,Computer Numerically Controlled Tool Programmers,71.4,80.4,89.3,0.0,35.7,71.4,,Production,66.6,64.5,75.8,0.804,28500,72210,68120
51-9191.00,Adhesive Bonding Machine Operators and Tenders,6.5,6.5,6.5,0.0,0.0,0.0,51.3,Production,,,,0.1564,11500,46850,46460
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",10.5,10.5,10.5,0.0,5.3,10.5,,Production,,,,0.105,14760,44600,43530
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,8.0,8.0,8.0,0.0,4.0,8.0,55.0,Production,,,,0.2066,6900,44940,41330
51-9194.00,Etchers and Engravers,0.0,13.6,27.3,0.0,3.0,6.1,58.3,Production,,63.2,,0.2729,7750,46320,43310
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,0.0,0.0,0.0,1.7,3.4,,Production,80.8,55.8,,0.0,33190,47500,46170
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.0,8.7,17.4,0.0,4.3,8.7,61.9,Production,62.5,68.8,,0.29,33190,47500,46170
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",9.1,11.4,13.6,0.0,11.4,22.7,62.5,Production,,,,0.3104,33190,47500,46170
51-9195.05,"Potters, Manufacturing",0.0,8.3,16.7,0.0,1.2,2.4,62.1,Production,,57.2,,0.2904,33190,47500,46170
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.0,0.0,0.0,0.0,2.6,5.3,,Production,,,,0.0,96130,52840,50270
51-9197.00,Tire Builders,0.0,1.9,3.8,0.0,0.0,0.0,50.0,Production,,,,0.1183,20770,57160,57390
51-9198.00,Helpers--Production Workers,4.4,8.9,13.3,0.0,5.6,11.1,,Production,82.2,28.5,,0.089,165700,41120,39070
53-1041.00,Aircraft Cargo Handling Supervisors,10.0,30.0,50.0,0.0,0.0,0.0,,Transportation,,,,0.3,9760,65010,58170
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",6.7,22.2,37.8,20.0,35.6,51.1,,Transportation,85.3,62.7,89.1,0.222,633400,66830,62840
53-1042.01,Recycling Coordinators,13.8,37.9,62.1,31.0,46.6,62.1,,Transportation,70.0,53.8,95.0,0.379,633400,66830,62840
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,15.4,37.2,59.0,15.4,30.8,46.2,,Transportation,67.6,53.2,78.4,0.372,633400,66830,62840
53-1044.00,First-Line Supervisors of Passenger Attendants,5.3,28.9,52.6,26.3,31.6,36.8,,Transportation,85.3,58.8,65.6,0.289,633400,66830,62840
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",9.1,35.2,61.4,0.0,22.7,45.5,59.4,Transportation,,,,0.3936,103560,288650,232140
53-2012.00,Commercial Pilots,11.4,23.9,36.4,0.0,21.6,43.2,57.5,Transportation,,,,0.3151,47630,146080,123220
53-2021.00,Air Traffic Controllers,9.1,34.1,59.1,0.0,30.7,61.4,51.9,Transportation,,51.7,,0.3013,22510,146490,148080
53-2022.00,Airfield Operations Specialists,9.8,36.6,63.4,0.0,32.9,65.9,61.9,Transportation,68.5,52.8,61.5,0.4296,15190,63610,56850
53-2031.00,Flight Attendants,14.6,16.7,18.8,4.2,14.6,25.0,60.0,Transportation,87.3,51.7,,0.308,131650,77440,63580
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9.1,9.1,9.1,0.0,4.5,9.1,62.2,Transportation,,,,0.2955,12630,36210,35450
53-3031.00,Driver/Sales Workers,16.7,33.3,50.0,0.0,13.9,27.8,61.6,Transportation,76.1,65.8,11.1,0.4095,409180,40730,38770
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,19.2,27.9,36.5,3.8,17.3,30.8,66.1,Transportation,60.0,57.5,,0.4346,2062040,59710,58640
53-3033.00,Light Truck Drivers,23.1,36.5,50.0,0.0,25.0,50.0,63.1,Transportation,,,,0.4429,983300,48770,44860
53-3051.00,"Bus Drivers, School",29.4,32.4,35.3,0.0,17.6,35.3,,Transportation,89.8,56.2,,0.324,402930,48430,47920
53-3052.00,"Bus Drivers, Transit and Intercity",22.2,24.1,25.9,0.0,16.7,33.3,,Transportation,,,,0.241,159240,60280,59050
53-3053.00,Shuttle Drivers and Chauffeurs,19.2,25.0,30.8,3.8,17.3,30.8,,Transportation,84.7,56.0,,0.25,248530,39880,37290
53-3054.00,Taxi Drivers,25.0,28.1,31.2,12.5,25.0,37.5,,Transportation,74.2,58.0,,0.281,41050,49930,42100
53-4011.00,Locomotive Engineers,21.4,28.6,35.7,7.1,23.2,39.3,67.7,Transportation,,,,0.4566,33470,85900,81410
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",20.5,20.5,20.5,0.0,5.7,11.4,54.4,Transportation,,52.0,,0.2622,3920,68450,60600
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",8.3,16.7,25.0,0.0,4.2,8.3,,Transportation,,,,0.167,12400,69030,68840
53-4031.00,Railroad Conductors and Yardmasters,8.3,27.8,47.2,0.0,20.8,41.7,57.5,Transportation,,,,0.3346,46440,79100,78000
53-4041.00,Subway and Streetcar Operators,40.9,40.9,40.9,0.0,20.5,40.9,63.9,Transportation,68.3,47.5,,0.4742,10200,77170,86380
53-5011.00,Sailors and Marine Oilers,2.1,4.3,6.4,0.0,1.1,2.1,68.8,Transportation,,,,0.3479,31670,56830,51520
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",20.0,26.4,32.7,7.3,20.9,34.5,,Transportation,,,,0.264,36850,103720,92460
53-5022.00,Motorboat Operators,0.0,0.0,0.0,0.0,12.9,25.8,61.3,Transportation,,,,0.2396,2480,56270,47520
53-5031.00,Ship Engineers,12.5,17.2,21.9,0.0,14.1,28.1,63.4,Transportation,,,,0.3499,8400,111790,109530
53-6011.00,Bridge and Lock Tenders,28.6,28.6,28.6,0.0,16.1,32.1,61.9,Transportation,,,,0.3895,3040,55370,57700
53-6021.00,Parking Attendants,3.6,10.7,17.9,3.6,12.5,21.4,58.8,Transportation,69.9,58.2,44.6,0.2642,137880,34990,35150
53-6031.00,Automotive and Watercraft Service Attendants,13.0,13.0,13.0,0.0,6.5,13.0,61.3,Transportation,72.7,55.5,,0.3046,102010,36780,35670
53-6032.00,Aircraft Service Attendants,11.1,13.9,16.7,11.1,11.1,11.1,,Transportation,,,,0.139,31300,43330,40450
53-6041.00,Traffic Technicians,11.1,46.3,81.5,3.7,38.9,74.1,65.6,Transportation,87.5,47.2,,0.5208,7860,62050,59090
53-6051.00,Transportation Inspectors,27.3,43.9,60.6,6.1,31.8,57.6,,Transportation,,,,0.439,24500,88540,92100
53-6051.01,Aviation Inspectors,8.0,34.0,60.0,12.0,26.0,40.0,67.2,Transportation,,,,0.4778,24500,88540,92100
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",20.8,45.8,70.8,0.0,12.5,25.0,60.0,Transportation,,,,0.4536,24500,88540,92100
53-6061.00,Passenger Attendants,16.7,22.2,27.8,0.0,13.9,27.8,45.0,Transportation,49.1,51.0,,0.162,27110,37820,37720
53-7011.00,Conveyor Operators and Tenders,6.9,10.3,13.8,0.0,13.8,27.6,57.5,Transportation,63.9,59.8,52.8,0.2471,22930,45080,42420
53-7021.00,Crane and Tower Operators,10.5,18.4,26.3,0.0,2.6,5.3,,Transportation,,,,0.184,42890,72130,68080
53-7031.00,Dredge Operators,0.0,0.0,0.0,0.0,0.0,0.0,55.6,Transportation,,,,0.1736,1040,56120,49640
53-7041.00,Hoist and Winch Operators,0.0,0.0,0.0,0.0,9.5,19.0,48.8,Transportation,,,,0.0949,2600,67710,56450
53-7051.00,Industrial Truck and Tractor Operators,0.0,3.1,6.2,0.0,3.1,6.2,62.7,Transportation,,,,0.2713,774420,48370,46420
53-7061.00,Cleaners of Vehicles and Equipment,5.6,8.3,11.1,0.0,0.0,0.0,56.2,Transportation,,,,0.222,380430,36980,35830
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",4.0,4.0,4.0,0.0,6.0,12.0,63.8,Transportation,,,,0.2885,2950280,42260,40240
53-7062.04,Recycling and Reclamation Workers,4.3,4.3,4.3,0.0,2.2,4.3,,Transportation,,,,0.043,2950280,42260,40240
53-7063.00,Machine Feeders and Offbearers,9.1,9.1,9.1,0.0,9.1,18.2,50.6,Transportation,,,,0.1612,42330,43660,41220
53-7064.00,"Packers and Packagers, Hand",10.0,10.0,10.0,0.0,10.0,20.0,58.6,Transportation,,,,0.2584,559820,37540,36280
53-7065.00,Stockers and Order Fillers,10.9,18.2,25.5,10.9,19.1,27.3,,Transportation,80.9,54.5,54.3,0.182,2833810,39540,37330
53-7071.00,Gas Compressor and Gas Pumping Station Operators,23.1,26.9,30.8,0.0,7.7,15.4,62.5,Transportation,,,,0.388,3510,74610,77320
53-7072.00,"Pump Operators, Except Wellhead Pumpers",16.7,25.0,33.3,0.0,16.7,33.3,46.9,Transportation,,,,0.1979,9780,63960,61770
53-7073.00,Wellhead Pumpers,0.0,0.0,0.0,0.0,0.0,0.0,62.7,Transportation,,,,0.2558,17990,70370,69960
53-7081.00,Refuse and Recyclable Material Collectors,17.9,19.6,21.4,10.7,23.2,35.7,56.9,Transportation,,,,0.2866,147240,52820,49690
53-7121.00,"Tank Car, Truck, and Ship Loaders",7.1,7.1,7.1,0.0,12.5,25.0,66.9,Transportation,,,,0.3399,10700,59970,58870
